created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-04-24 07:20:03 UTC,542,9.23,28.87,0.00,0.00,0.10,0.32,-0.41,7.27
2018-04-24 07:30:03 UTC,543,9.54,27.87,0.00,0.00,0.08,0.32,-0.41,7.28
2018-04-24 07:40:03 UTC,544,9.42,28.52,0.00,0.00,0.15,0.35,-0.49,7.28
2018-04-24 07:50:04 UTC,545,9.09,31.10,0.00,0.00,0.29,0.53,-0.48,7.23
2018-04-24 08:00:03 UTC,546,10.03,25.16,0.00,0.00,0.25,0.48,-0.44,6.83
2018-04-24 08:10:03 UTC,547,10.60,23.07,0.00,0.00,0.44,0.71,-0.38,6.53
2018-04-24 08:20:03 UTC,548,10.96,21.80,0.00,0.00,0.43,0.79,-0.38,6.53
2018-04-24 08:30:04 UTC,549,10.81,22.22,0.00,0.00,0.64,0.83,-0.30,6.53
2018-04-24 08:40:03 UTC,550,10.38,23.74,0.00,0.00,0.32,0.55,-0.35,6.57
2018-04-24 08:50:03 UTC,551,9.86,26.10,0.00,0.00,0.18,0.37,-0.43,6.53
2018-04-24 09:00:03 UTC,552,9.34,28.42,0.00,0.00,0.11,0.29,-0.50,7.21
2018-04-24 09:10:02 UTC,553,8.99,30.33,0.00,0.00,0.16,0.35,-0.46,7.27
2018-04-24 09:20:04 UTC,554,7.66,42.95,0.00,0.00,0.01,0.17,-0.44,7.27
2018-04-24 09:30:03 UTC,555,7.69,47.59,0.00,0.00,0.05,0.35,-0.43,7.28
2018-04-24 09:40:03 UTC,556,7.21,50.52,0.00,0.00,0.00,0.00,-0.43,7.28
2018-04-24 09:50:02 UTC,557,6.83,62.05,0.00,0.00,0.03,0.22,-0.42,7.28
2018-04-24 10:00:04 UTC,558,7.40,52.68,0.00,0.00,0.20,0.52,-0.41,7.29
2018-04-24 10:10:03 UTC,559,7.22,51.65,0.00,0.00,0.20,0.74,-0.40,7.24
2018-04-24 10:20:03 UTC,560,6.23,73.38,0.00,0.00,0.09,0.45,-0.41,7.27
2018-04-24 10:30:02 UTC,561,6.76,66.88,0.00,0.00,0.36,1.19,-0.39,7.25
2018-04-24 10:30:02 UTC,562,6.76,66.88,0.00,0.00,0.36,1.19,-0.39,7.25
2018-04-24 10:40:03 UTC,563,7.78,49.61,0.00,0.00,0.31,0.92,-0.38,7.25
2018-04-24 10:40:03 UTC,564,7.78,49.61,0.00,0.00,0.31,0.92,-0.38,7.25
2018-04-24 10:50:02 UTC,565,6.45,66.49,0.00,0.00,0.20,0.55,-0.42,7.26
2018-04-24 11:00:03 UTC,566,5.80,75.46,0.00,0.00,0.29,0.74,-0.39,7.23
2018-04-24 11:10:03 UTC,567,6.05,70.78,0.01,0.00,0.01,0.27,-0.43,7.25
2018-04-24 11:20:03 UTC,568,5.44,82.31,0.03,0.00,0.00,0.01,-0.44,7.27
2018-04-24 11:30:03 UTC,569,5.46,85.60,0.06,0.00,0.00,0.01,-0.43,8.01
2018-04-24 11:40:02 UTC,570,6.30,68.43,0.09,0.00,0.00,0.00,-0.41,8.11
2018-04-24 11:50:03 UTC,571,6.78,58.49,0.13,0.00,0.04,0.16,-0.38,7.67
2018-04-24 12:00:01 UTC,572,6.91,56.99,0.22,0.00,0.00,0.22,-0.38,7.28
2018-04-24 12:10:03 UTC,573,7.88,46.23,0.38,0.00,0.00,0.04,-0.33,6.72
2018-04-24 12:20:03 UTC,574,9.25,33.50,0.55,0.00,0.00,0.00,-0.19,6.41
2018-04-24 12:20:03 UTC,575,9.25,33.50,0.55,0.00,0.00,0.00,-0.19,6.41
2018-04-24 12:30:03 UTC,576,10.40,30.53,0.76,0.00,0.00,0.00,0.26,5.84
2018-04-24 12:40:01 UTC,577,11.34,23.21,0.99,0.00,0.00,0.16,3.27,5.41
2018-04-24 12:50:02 UTC,578,11.05,24.84,1.24,0.00,0.04,0.26,6.24,5.03
2018-04-24 12:50:02 UTC,579,11.05,24.84,1.24,0.00,0.04,0.26,6.24,5.03
2018-04-24 13:00:04 UTC,580,11.47,25.73,1.43,0.00,0.01,0.08,4.52,4.33
2018-04-24 13:10:04 UTC,581,12.65,20.20,1.54,0.00,0.14,0.68,7.04,4.30
2018-04-24 13:20:03 UTC,582,12.12,22.57,1.72,0.00,0.57,1.17,7.76,4.09
2018-04-24 13:30:02 UTC,583,12.64,21.75,1.95,0.00,0.79,1.53,8.43,3.64
2018-04-24 13:40:01 UTC,584,12.87,22.36,1.97,0.00,1.18,1.87,9.37,3.57
2018-04-24 13:50:00 UTC,585,13.71,16.72,2.08,0.00,1.02,1.79,12.49,3.57
2018-04-24 14:00:02 UTC,586,14.11,15.53,2.15,0.00,0.90,1.64,11.44,3.54
2018-04-24 14:10:02 UTC,587,13.84,18.37,2.38,0.00,1.14,1.95,12.31,2.90
2018-04-24 14:20:03 UTC,588,13.65,18.04,2.27,0.00,0.94,1.69,12.28,3.17
2018-04-24 14:30:04 UTC,589,14.20,16.09,2.35,0.00,0.93,1.97,16.10,2.80
2018-04-24 14:40:02 UTC,590,14.27,16.94,3.38,0.00,1.42,2.64,15.60,2.85
2018-04-24 14:50:01 UTC,591,13.96,17.00,3.06,0.00,1.79,3.57,15.57,3.40
2018-04-24 15:00:02 UTC,592,13.20,17.52,2.04,0.00,1.90,3.00,13.98,4.33
2018-04-24 15:10:00 UTC,593,12.94,18.63,1.95,0.00,1.63,2.98,15.46,5.07
2018-04-24 15:20:01 UTC,594,12.96,18.08,2.30,0.00,1.62,3.03,22.92,5.72
2018-04-24 15:30:00 UTC,595,13.19,13.89,2.00,0.00,1.59,2.93,13.61,6.16
2018-04-24 15:40:01 UTC,596,13.29,12.18,2.82,0.00,1.63,2.69,14.05,6.68
2018-04-24 15:50:03 UTC,597,14.12,11.90,4.23,0.00,1.62,3.13,18.02,6.53
2018-04-24 16:00:00 UTC,598,15.11,10.27,4.78,0.00,1.49,2.67,22.33,6.75
2018-04-24 16:10:01 UTC,599,15.64,7.59,4.53,0.00,1.85,3.76,20.83,7.54
2018-04-24 16:10:01 UTC,600,15.64,7.59,4.53,0.00,1.85,3.76,20.83,7.54
2018-04-24 16:20:00 UTC,601,15.76,5.92,3.38,0.00,1.93,4.53,19.23,9.28
2018-04-24 16:30:00 UTC,602,15.83,3.63,3.30,0.00,2.30,4.99,20.26,10.17
2018-04-24 16:40:03 UTC,603,15.99,2.38,3.29,0.00,2.68,4.53,17.71,10.57
2018-04-24 16:50:01 UTC,604,15.68,1.47,2.68,0.00,3.31,5.33,16.62,11.02
2018-04-24 17:00:01 UTC,605,15.68,1.99,3.04,0.00,2.57,5.30,16.30,11.71
2018-04-24 17:10:00 UTC,606,15.64,2.29,4.42,0.00,2.68,5.33,21.21,11.74
2018-04-24 17:20:01 UTC,607,15.94,2.75,4.76,0.00,2.66,5.07,3.51,11.64
2018-04-24 17:30:01 UTC,608,15.73,3.04,4.40,0.00,2.76,5.54,11.23,12.14
2018-04-24 17:40:01 UTC,609,16.27,1.98,5.05,0.00,3.02,6.70,27.95,12.32
2018-04-24 17:50:02 UTC,610,15.62,1.96,4.09,0.00,3.04,6.20,21.50,12.58
2018-04-24 18:00:01 UTC,611,15.52,2.67,3.47,0.00,2.50,5.59,27.55,13.14
2018-04-24 18:10:00 UTC,612,15.27,3.51,2.73,0.00,2.62,4.58,18.02,13.50
2018-04-24 18:20:01 UTC,613,15.23,3.30,2.50,0.00,2.48,4.92,18.84,13.94
2018-04-24 18:29:59 UTC,614,15.46,3.18,3.05,0.00,2.07,3.50,16.96,19.21
2018-04-24 18:40:00 UTC,615,15.21,3.34,3.39,0.00,2.76,5.13,17.20,19.84
2018-04-24 18:50:02 UTC,616,15.23,3.41,3.76,0.00,2.58,4.73,18.14,19.89
2018-04-24 19:00:01 UTC,617,15.16,3.88,3.19,0.00,2.36,4.04,17.97,20.37
2018-04-24 19:10:00 UTC,618,15.32,4.17,3.54,0.00,2.27,4.45,24.28,21.12
2018-04-24 19:20:02 UTC,619,15.29,4.58,3.98,0.00,2.79,4.63,18.50,21.30
2018-04-24 19:29:59 UTC,620,15.35,3.34,4.91,0.00,2.89,5.75,20.26,21.25
2018-04-24 19:40:00 UTC,621,15.79,3.08,5.05,0.00,2.67,5.51,23.13,21.27
2018-04-24 19:49:59 UTC,622,16.17,3.20,4.43,0.00,2.34,4.55,20.41,21.80
2018-04-24 19:59:59 UTC,623,15.75,3.28,4.61,0.00,2.70,4.68,18.25,23.49
2018-04-24 20:10:00 UTC,624,15.31,3.17,3.41,0.00,2.98,5.10,17.31,24.64
2018-04-24 20:20:01 UTC,625,15.10,2.76,2.88,0.00,3.04,5.41,24.90,25.74
2018-04-24 20:30:01 UTC,626,15.46,2.98,4.03,0.00,2.82,5.04,17.11,26.05
2018-04-24 20:40:01 UTC,627,15.11,3.46,4.11,0.00,3.00,4.97,18.30,26.45
2018-04-24 20:50:00 UTC,628,14.68,4.23,2.63,0.00,2.91,4.99,14.85,27.15
2018-04-24 21:00:00 UTC,629,13.93,6.81,2.02,0.00,3.14,4.89,16.52,27.96
2018-04-24 21:09:59 UTC,630,13.22,10.35,2.93,0.00,3.37,5.66,13.67,28.89
2018-04-24 21:20:01 UTC,631,13.11,11.85,3.39,0.00,3.26,4.99,13.40,28.27
2018-04-24 21:29:58 UTC,632,12.87,11.98,2.08,0.00,2.83,5.35,13.14,29.41
2018-04-24 21:40:00 UTC,633,12.21,13.01,1.26,0.00,3.08,5.49,14.54,31.72
2018-04-24 21:50:00 UTC,634,12.24,13.93,1.35,0.00,2.09,3.58,12.92,33.09
2018-04-24 22:00:00 UTC,635,12.56,13.01,1.86,0.00,2.21,4.30,12.37,32.85
2018-04-24 22:10:01 UTC,636,13.15,13.79,2.79,0.00,2.11,3.91,13.60,31.96
2018-04-24 22:20:01 UTC,637,12.80,15.52,1.13,0.00,1.93,3.71,12.70,33.29
2018-04-24 22:29:59 UTC,638,12.40,16.90,1.40,0.00,2.13,4.32,12.11,34.59
2018-04-24 22:40:00 UTC,639,12.37,17.53,1.93,0.00,2.42,4.19,12.33,34.69
2018-04-24 22:49:58 UTC,640,12.45,17.62,1.88,0.00,1.91,3.18,14.59,34.73
2018-04-24 22:59:58 UTC,641,12.47,17.11,1.81,0.00,2.25,3.81,12.41,34.90
2018-04-24 23:10:00 UTC,642,12.66,16.40,1.80,0.00,1.91,3.37,15.35,35.44
2018-04-24 23:19:59 UTC,643,12.86,15.33,1.65,0.00,2.03,3.32,12.08,35.70
2018-04-24 23:29:59 UTC,644,12.97,12.43,1.54,0.00,2.00,4.29,11.70,36.25
2018-04-24 23:39:59 UTC,645,12.70,10.63,1.38,0.00,2.56,4.04,11.02,37.45
2018-04-24 23:49:59 UTC,646,12.57,8.61,1.21,0.00,2.45,4.51,10.28,38.75
2018-04-24 23:59:59 UTC,647,12.44,7.38,1.03,0.00,2.38,4.16,11.61,40.01
2018-04-25 00:09:59 UTC,648,12.32,6.18,0.83,0.00,2.17,4.58,10.83,41.14
2018-04-25 00:20:00 UTC,649,12.02,6.57,0.65,0.00,2.42,4.63,10.02,42.82
2018-04-25 00:30:00 UTC,650,11.92,7.73,0.49,0.00,1.97,4.50,8.34,44.47
2018-04-25 00:39:58 UTC,651,11.74,8.30,0.33,0.00,1.89,3.85,8.90,46.08
2018-04-25 00:49:58 UTC,652,11.57,8.04,0.20,0.00,2.31,3.67,8.42,47.61
2018-04-25 00:59:59 UTC,653,11.34,8.80,0.10,0.00,1.65,3.21,5.80,49.20
2018-04-25 01:09:58 UTC,654,11.01,9.12,0.05,0.00,1.36,3.44,5.29,50.87
2018-04-25 01:19:59 UTC,655,10.82,8.93,0.02,0.00,1.21,1.98,4.85,52.31
2018-04-25 01:29:58 UTC,656,10.65,9.17,0.00,0.00,1.22,2.49,4.50,53.52
2018-04-25 01:39:59 UTC,657,10.46,9.15,0.00,0.00,1.06,1.95,6.32,54.51
2018-04-25 01:39:59 UTC,658,10.46,9.15,0.00,0.00,1.06,1.95,6.32,54.51
2018-04-25 01:49:58 UTC,659,10.13,9.69,0.00,0.00,0.59,1.40,3.79,56.12
